(553, 13)
(218, 70)
(544, 66)
(331, 60)
(189, 104)
(224, 261)
(180, 295)
(251, 28)
(114, 270)
(216, 219)
(179, 69)
(392, 162)
(318, 167)
(477, 141)
(138, 101)
(317, 113)
(459, 216)
(388, 181)
(527, 90)
(452, 217)
(33, 232)
(449, 36)
(475, 86)
(28, 134)
(356, 13)
(544, 205)
(290, 20)
(424, 286)
(309, 311)
(469, 78)
(32, 27)
(220, 102)
(96, 146)
(150, 117)
(518, 276)
(73, 213)
(341, 78)
(64, 264)
(254, 59)
(39, 56)
(299, 74)
(55, 94)
(97, 233)
(519, 178)
(184, 20)
(243, 80)
(402, 211)
(441, 79)
(447, 85)
(81, 254)
(90, 166)
(52, 253)
(5, 145)
(393, 188)
(58, 223)
(144, 177)
(210, 146)
(314, 169)
(381, 148)
(194, 10)
(464, 169)
(22, 303)
(197, 238)
(319, 38)
(112, 226)
(127, 112)
(202, 8)
(171, 55)
(295, 245)
(473, 136)
(279, 60)
(93, 110)
(239, 303)
(97, 237)
(211, 108)
(51, 230)
(157, 149)
(344, 33)
(54, 148)
(105, 20)
(202, 18)
(132, 125)
(407, 120)
(399, 242)
(345, 243)
(487, 39)
(361, 103)
(58, 248)
(493, 175)
(496, 193)
(355, 76)
(18, 227)
(522, 286)
(150, 152)
(12, 257)
(482, 63)
(209, 167)
(64, 293)
(174, 78)
(248, 78)
(310, 14)
(531, 152)
(328, 200)
(549, 203)
(457, 77)
(331, 258)
(136, 226)
(480, 140)
(515, 233)
(520, 177)
(4, 106)
(92, 34)
(95, 277)
(322, 219)
(432, 156)
(93, 259)
(207, 257)
(474, 205)
(200, 232)
(456, 93)
(397, 6)
(532, 61)
(194, 49)
(451, 11)
(519, 265)
(485, 283)
(259, 213)
(439, 235)
(52, 31)
(167, 133)
(97, 245)
(265, 103)
(336, 250)
(279, 71)
(7, 71)
(201, 115)
(71, 40)
(245, 34)
(322, 116)
(256, 249)
(7, 294)
(274, 226)
(227, 123)
(203, 24)
(106, 205)
(491, 216)
(441, 199)
(63, 17)
(64, 165)
(115, 21)
(309, 262)
(527, 277)
(302, 143)
(98, 162)
(187, 50)
(237, 35)
(115, 142)
(217, 124)
(128, 10)
(442, 11)
(157, 62)
(382, 111)
(513, 199)
(263, 264)
(61, 125)
(253, 204)
(280, 160)
(312, 302)
(502, 37)
(26, 102)
(298, 208)
(476, 47)
(47, 153)
(133, 290)
(518, 260)
(456, 262)
(243, 46)
(175, 81)
(488, 43)
(318, 182)
(354, 300)
(487, 131)
(351, 126)
(23, 92)
(373, 187)
(95, 103)
(188, 191)
(342, 48)
(354, 86)
(213, 75)
(451, 40)
(130, 279)
(512, 79)
(280, 132)
(370, 199)
(236, 69)
(461, 230)
(284, 140)
(155, 163)
(461, 282)
(389, 16)
(100, 28)
(122, 227)
(28, 84)
(412, 178)
(272, 296)
(133, 210)
(413, 280)
(308, 220)
(296, 302)
(262, 14)
(427, 151)
(204, 281)
(549, 55)
(534, 259)
(251, 191)
(290, 270)
(461, 266)
(299, 226)
(66, 241)
(100, 253)
(335, 113)
(406, 196)
(533, 248)
(146, 241)
(508, 274)
(551, 141)
(201, 88)
(29, 200)
(176, 267)
(330, 4)
(403, 250)
(157, 157)
(103, 60)
(121, 112)
(360, 272)
(479, 168)
(232, 291)
(120, 219)
(390, 258)
(470, 66)
(480, 5)
(306, 182)
(495, 134)
(445, 136)
(303, 206)
(486, 253)
(538, 85)
(304, 275)
(452, 26)
(538, 153)
(374, 286)
(391, 293)
(504, 89)
(458, 266)
(284, 235)
(414, 120)
(518, 1)
(368, 251)
(40, 195)
(14, 191)
(258, 275)
(231, 2)
(347, 270)
(197, 13)
(185, 261)
(348, 295)
(108, 180)
(249, 147)
(117, 123)
(500, 139)
(200, 171)
(88, 290)
(125, 265)
(409, 55)
(214, 235)
(186, 261)
(248, 144)
(436, 210)
(290, 151)
(360, 180)
(306, 12)
(131, 228)
(434, 157)
(185, 254)
(56, 76)
(23, 85)
(523, 2)
(290, 186)
(492, 225)
(189, 141)
(8, 86)
(538, 186)
(524, 101)
(157, 11)
(447, 36)
(22, 55)
(223, 304)
(188, 80)
(23, 53)
(227, 288)
(461, 283)
(31, 300)
(500, 275)
(147, 4)
(383, 69)
(213, 77)
(295, 132)
(178, 23)
(162, 140)
(209, 235)
(277, 37)
(200, 22)
(528, 258)
(467, 183)
(304, 187)
(181, 295)
(517, 105)
(508, 212)
(269, 72)
(216, 220)
(409, 274)
(379, 300)
(204, 59)
(246, 11)
(49, 274)
(202, 155)
(205, 239)
(382, 26)
(83, 201)
(450, 123)
(123, 64)
(444, 221)
(485, 221)
(277, 95)
(98, 229)
(527, 82)
(54, 115)
(384, 76)
(20, 163)
(298, 18)
(517, 129)
(41, 182)
(141, 122)
(548, 32)
(9, 248)
(233, 258)
(185, 155)
(217, 181)
(55, 162)
(450, 136)
(387, 196)
(345, 296)
(327, 164)
(247, 177)
(185, 12)
(93, 188)
(523, 126)
(526, 166)
(5, 275)
(461, 151)
(147, 69)
(176, 288)
(300, 239)
(337, 195)
(183, 113)
(260, 225)
(377, 205)
(112, 2)
(67, 87)
(318, 42)
(457, 15)
(7, 215)
(151, 112)
(50, 280)
(91, 214)
(537, 9)
(374, 133)
(548, 286)
(275, 125)
(357, 166)
(524, 287)
(346, 129)
(282, 231)
(250, 305)
(444, 289)
(234, 21)
(139, 33)
(83, 295)
(144, 68)
(379, 110)
(317, 248)
(339, 159)
(109, 101)
(184, 52)
(343, 216)
(61, 136)
(165, 293)
(431, 157)
(436, 186)
(487, 8)
(475, 18)
(351, 133)
(18, 53)
(22, 110)
(93, 223)
(210, 49)
(257, 72)
(115, 95)
(269, 28)
(234, 82)
(239, 95)
(519, 95)
(485, 289)
(449, 276)
(77, 19)
(51, 153)
(68, 299)
(43, 149)
(336, 271)
(341, 300)
(10, 284)
(375, 195)
(62, 102)
(330, 256)
(370, 71)
(517, 225)
(171, 136)
(412, 200)
(366, 25)
(31, 41)
(195, 68)
(451, 170)
(193, 225)
(54, 58)
(527, 88)
(205, 137)
(107, 29)
(548, 85)
(117, 126)
(209, 297)
(321, 295)
(76, 42)
(504, 280)
(119, 271)
(500, 189)
(536, 139)
(119, 221)
(222, 64)
(108, 299)
(292, 266)
(37, 75)
(435, 285)
(100, 218)
(480, 272)
(312, 66)
(197, 132)
(537, 255)
(5, 3)
(474, 194)
(466, 296)
(283, 106)
(176, 215)
(478, 190)
(468, 120)
(53, 263)
(519, 277)
(111, 235)
(420, 236)
(305, 234)
(509, 208)
(497, 105)
(198, 196)
(389, 205)
(438, 66)
(433, 111)
(219, 247)
(311, 178)
(231, 250)
(307, 169)
(27, 121)
(144, 301)
(376, 53)
(20, 116)
(24, 217)
(425, 69)
(282, 74)
(61, 116)
(353, 55)
(54, 243)
(335, 161)
(551, 70)
(319, 302)
(274, 205)
(555, 289)
(429, 38)
(35, 232)
(23, 205)
(149, 59)
(400, 96)
(45, 110)
(266, 71)
(547, 214)
(486, 212)
(251, 118)
(300, 68)
(170, 237)
(404, 246)
(33, 298)
(418, 141)
(258, 39)
(193, 40)
(473, 59)
(1, 200)
(337, 104)
(391, 111)
(352, 119)
(198, 67)
(123, 73)
(541, 99)
(344, 82)
(347, 101)
(314, 122)
(113, 270)
(9, 3)
(202, 251)
(218, 157)
(90, 274)
(264, 13)
(518, 191)
(79, 41)
(504, 76)
(104, 308)
(379, 19)
(522, 84)
(505, 85)
(400, 242)
(492, 258)
(531, 4)
(169, 26)
(477, 186)
(50, 62)
(1, 243)
(397, 59)
(57, 159)
